TIME_STAMP	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier System Frame Number	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier System Subframe Number	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier CQI CW0	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier Rank Index	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier System Frame Number	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier System Subframe Number	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier WideBand CQI CW0	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier Rank Index
2021-02-08 19:30:16.214513	281	0		Rank1				
2021-02-08 19:30:16.411352	285	0	12					
2021-02-08 19:30:16.411778	305	0		Rank1				
2021-02-08 19:30:16.429794					306	6	12	Rank1
2021-02-08 19:30:16.429982					307	0	13	Rank1
2021-02-08 19:30:16.430016					307	5	14	Rank1
2021-02-08 19:30:16.430050					308	0	13	Rank1
2021-02-08 19:30:16.430096					308	5	13	Rank1
2021-02-08 19:30:16.451136	309	0	13					
2021-02-08 19:30:16.453248					309	1	13	Rank1
2021-02-08 19:30:16.454940					309	6	13	Rank1
2021-02-08 19:30:16.454950					310	0	13	Rank1
2021-02-08 19:30:16.455039					310	5	13	Rank1
2021-02-08 19:30:16.455071					311	1	13	Rank1
2021-02-08 19:30:16.479147					311	6	13	Rank1
2021-02-08 19:30:16.479313					312	0	13	Rank1
2021-02-08 19:30:16.482505					312	5	13	Rank1
2021-02-08 19:30:16.482628	313	0		Rank1				
2021-02-08 19:30:16.482663					313	1	13	Rank1
2021-02-08 19:30:16.482709					313	5	13	Rank1
2021-02-08 19:30:16.493817					314	0	13	Rank1
2021-02-08 19:30:16.497834					314	5	13	Rank1
2021-02-08 19:30:16.521923					315	0	13	Rank1
2021-02-08 19:30:16.521980					315	5	13	Rank1
2021-02-08 19:30:16.522129					316	0	13	Rank1
2021-02-08 19:30:16.526733					316	6	13	Rank1
2021-02-08 19:30:16.526755	317	0	13					
2021-02-08 19:30:16.526801					317	2	13	Rank1
2021-02-08 19:30:16.531803					317	6	13	Rank1
2021-02-08 19:30:16.531831					318	0	13	Rank1
2021-02-08 19:30:16.533801					318	6	13	Rank1
2021-02-08 19:30:16.535627					319	0	13	Rank1
2021-02-08 19:30:16.536002					319	5	13	Rank1
2021-02-08 19:30:16.536056					320	0	14	Rank1
2021-02-08 19:30:16.564767					320	5	13	Rank1
2021-02-08 19:30:16.573804	321	0		Rank1				
2021-02-08 19:30:16.573821					321	1	13	Rank1
2021-02-08 19:30:16.577764					321	5	13	Rank1
2021-02-08 19:30:16.577914					322	0	14	Rank1
2021-02-08 19:30:16.577952					322	5	13	Rank1
2021-02-08 19:30:16.597965					323	0	13	Rank1
2021-02-08 19:30:16.605809					323	5	14	Rank1
2021-02-08 19:30:16.606174					324	0	14	Rank1
2021-02-08 19:30:16.614825					324	5	14	Rank1
2021-02-08 19:30:16.614892	325	0	14					
2021-02-08 19:30:16.618995					325	2	14	Rank1
2021-02-08 19:30:16.622853					325	7	15	Rank1
2021-02-08 19:30:16.623070					326	3	14	Rank1
2021-02-08 19:30:16.623093					326	8	13	Rank1
2021-02-08 19:30:16.629367					327	7	14	Rank1
2021-02-08 19:30:16.636471	329	0		Rank1				
2021-02-08 19:30:16.636479					329	1	14	Rank1
2021-02-08 19:30:16.669819					329	6	14	Rank1
2021-02-08 19:30:16.669933					330	0	14	Rank1
2021-02-08 19:30:16.724756					331	7	14	Rank1
2021-02-08 19:30:16.724903	333	0	14					
2021-02-08 19:30:16.724955					334	0	15	Rank1
2021-02-08 19:30:16.796022					336	7	14	Rank1
2021-02-08 19:30:16.796027	337	0		Rank1				
2021-02-08 19:30:16.799369	341	0	15					
2021-02-08 19:30:16.873908	345	0		Rank1				
2021-02-08 19:30:16.924714	349	0	15					
2021-02-08 19:30:16.924891	353	0		Rank1				
2021-02-08 19:30:16.993606	357	0	15					
2021-02-08 19:30:16.997286	361	0		Rank1				
2021-02-08 19:30:17.033238	365	0	10					
2021-02-08 19:30:17.033251					365	2	10	Rank1
2021-02-08 19:30:17.107012	369	0		Rank1				
2021-02-08 19:30:17.110308	373	0	10					
2021-02-08 19:30:17.166863	377	0		Rank1				
2021-02-08 19:30:17.294275	381	0	10					
2021-02-08 19:30:17.297028	385	0		Rank1				
2021-02-08 19:30:18.071877					459	0	12	Rank1
2021-02-08 19:30:18.072025	461	0	12					
2021-02-08 19:30:18.072057					461	7	13	Rank1
2021-02-08 19:30:18.075079					462	5	12	Rank1
2021-02-08 19:30:18.075485	465	0		Rank1				
2021-02-08 19:30:18.078536	469	0	13					
2021-02-08 19:30:18.356403	473	0		Rank1				
2021-02-08 19:30:18.364732	477	0	13					
2021-02-08 19:30:18.805146	481	0		Rank1				
2021-02-08 19:30:18.880899	549	0	13					
2021-02-08 19:30:18.881062					550	8	13	Rank1
2021-02-08 19:30:18.881128	553	0		Rank1				
2021-02-08 19:30:18.970915					555	2	14	Rank1
2021-02-08 19:30:18.970979	557	0	14					
2021-02-08 19:30:19.016427					558	7	15	Rank1
2021-02-08 19:30:19.016671	561	0		Rank1				
2021-02-08 19:30:19.019896					564	8	15	Rank1
2021-02-08 19:30:19.019909	565	0	15					
2021-02-08 19:30:19.064290					568	5	15	Rank1
2021-02-08 19:30:19.064351	569	0		Rank1				
2021-02-08 19:30:19.064358					569	1	15	Rank1
2021-02-08 19:30:19.067531					571	5	15	Rank1
2021-02-08 19:30:19.155272	573	0	15					
2021-02-08 19:30:19.182038					576	8	13	Rank1
2021-02-08 19:30:19.182051	577	0		Rank1				
2021-02-08 19:30:19.182056					577	2	13	Rank1
2021-02-08 19:30:19.184534					579	8	13	Rank1
2021-02-08 19:30:19.184774	581	0	13					
2021-02-08 19:30:19.301919	585	0		Rank1				
2021-02-08 19:30:19.302045					586	6	13	Rank1
2021-02-08 19:30:19.305146	589	0	13					
2021-02-08 19:30:19.305151					589	3	13	Rank1
2021-02-08 19:30:19.424750	593	0		Rank1				
2021-02-08 19:30:19.424966	597	0	13					
2021-02-08 19:30:19.427992	601	0		Rank1				
2021-02-08 19:30:19.428184	605	0	13					
2021-02-08 19:30:20.147203	609	0		Rank1				
2021-02-08 19:30:20.255480					683	1	13	Rank1
2021-02-08 19:30:20.255596					684	0	13	Rank1
2021-02-08 19:30:20.255630	685	0	12					
2021-02-08 19:30:20.370674	689	0		Rank1				
2021-02-08 19:30:20.373397	693	0	15					
2021-02-08 19:30:20.788451	697	0		Rank1				
2021-02-08 19:30:20.791519	701	0	15					
2021-02-08 19:30:20.870560	705	0		Rank1				
2021-02-08 19:30:20.870659					714	5	13	Rank1
2021-02-08 19:30:20.873807					747	0	14	Rank1
2021-02-08 19:30:20.873950	749	0	13					
2021-02-08 19:30:21.001622	753	0		Rank1				
2021-02-08 19:30:21.001817	757	0	13					
2021-02-08 19:30:21.005270	761	0		Rank1				
2021-02-08 19:30:21.190661	765	0	13					
2021-02-08 19:30:21.190839	769	0		Rank1				
2021-02-08 19:30:21.193858					779	7	13	Rank1
2021-02-08 19:30:21.193908	781	0	13					
2021-02-08 19:30:21.330978	785	0		Rank1				
2021-02-08 19:30:21.334938	789	0	13					
2021-02-08 19:30:21.432822	793	0		Rank1				
2021-02-08 19:30:21.432983	797	0	12					
2021-02-08 19:30:21.434655	801	0		Rank1				
2021-02-08 19:30:21.747790	805	0	13					
2021-02-08 19:30:21.747931	809	0		Rank1				
2021-02-08 19:30:22.174387					876	3	13	Rank1
2021-02-08 19:30:22.174401	877	0	13					
2021-02-08 19:30:22.174605	881	0		Rank1				
2021-02-08 19:30:22.389368	885	0	14					
2021-02-08 19:30:22.707155	889	0		Rank1				
2021-02-08 19:30:22.707867	893	0	13					
2021-02-08 19:30:22.710067	909	0	13					
2021-02-08 19:30:23.026668	913	0		Rank1				
2021-02-08 19:30:23.190656	917	0	10					
2021-02-08 19:30:23.194370	973	0	13					
2021-02-08 19:30:23.194375					973	5	13	Rank1
2021-02-08 19:30:23.194542	977	0		Rank1				
2021-02-08 19:30:23.194561					977	8	13	Rank1
2021-02-08 19:30:23.259587	981	0	13					
2021-02-08 19:30:23.262405	985	0		Rank1				
2021-02-08 19:30:23.262412					985	5	12	Rank1
2021-02-08 19:30:23.262509					986	2	12	Rank1
2021-02-08 19:30:23.302562	989	0	13					
2021-02-08 19:30:23.411433					992	8	13	Rank1
2021-02-08 19:30:23.411463	993	0		Rank1				
2021-02-08 19:30:23.411724	997	0	13					
2021-02-08 19:30:23.415150	1001	0		Rank1				
2021-02-08 19:30:23.883506	1005	0	13					
2021-02-08 19:30:23.888922	1009	0		Rank1				
2021-02-08 19:30:24.423774					75	5	12	Rank1
2021-02-08 19:30:24.423935	77	0	12					
2021-02-08 19:30:24.444368	81	0		Rank1				
2021-02-08 19:30:24.449215	85	0	12					
2021-02-08 19:30:24.475296					86	0	11	Rank1
2021-02-08 19:30:24.475329					86	5	11	Rank1
2021-02-08 19:30:24.475368					87	0	13	Rank1
2021-02-08 19:30:24.488710					87	5	13	Rank1
2021-02-08 19:30:24.488760					88	0	13	Rank1
2021-02-08 19:30:24.488790					88	5	12	Rank1
2021-02-08 19:30:24.488966	89	0		Rank1				
2021-02-08 19:30:24.488980					89	2	13	Rank1
2021-02-08 19:30:24.489006					89	6	13	Rank1
2021-02-08 19:30:24.492393					90	0	13	Rank1
2021-02-08 19:30:24.509724					90	5	13	Rank1
2021-02-08 19:30:24.509747					91	0	13	Rank1
2021-02-08 19:30:24.509815					91	5	13	Rank1
2021-02-08 19:30:24.512165					92	0	13	Rank1
2021-02-08 19:30:24.512252					92	5	13	Rank1
2021-02-08 19:30:24.530057	93	0	13					
2021-02-08 19:30:24.530077					93	1	13	Rank1
2021-02-08 19:30:24.533060					93	5	13	Rank1
2021-02-08 19:30:24.533313					94	0	13	Rank1
2021-02-08 19:30:24.550331					94	5	13	Rank1
2021-02-08 19:30:24.550774					95	0	13	Rank1
2021-02-08 19:30:24.554015					95	5	13	Rank1
2021-02-08 19:30:24.556802					96	0	13	Rank1
2021-02-08 19:30:24.556972					96	5	13	Rank1
2021-02-08 19:30:24.559359	97	0		Rank1				
2021-02-08 19:30:24.559400					97	2	13	Rank1
2021-02-08 19:30:24.559579					97	7	13	Rank1
2021-02-08 19:30:24.574190					98	2	13	Rank1
2021-02-08 19:30:24.578942					98	6	13	Rank1
2021-02-08 19:30:24.578975					99	0	13	Rank1
2021-02-08 19:30:24.604730					99	5	13	Rank1
2021-02-08 19:30:24.604786					100	0	13	Rank1
2021-02-08 19:30:24.624627					100	5	13	Rank1
2021-02-08 19:30:24.625046	101	0	13					
2021-02-08 19:30:24.625084					101	1	13	Rank1
2021-02-08 19:30:24.625149					101	6	13	Rank1
2021-02-08 19:30:24.627563					102	6	13	Rank1
2021-02-08 19:30:24.664613	105	0		Rank1				
2021-02-08 19:30:24.671709					106	1	15	Rank1
2021-02-08 19:30:24.718990	109	0	11					
2021-02-08 19:30:24.751244					111	1	11	Rank1
2021-02-08 19:30:24.751622	113	0		Rank1				
2021-02-08 19:30:24.830936					116	1	11	Rank1
2021-02-08 19:30:24.831114	117	0	12					
2021-02-08 19:30:24.834440	121	0		Rank1				
2021-02-08 19:30:24.881191	125	0	12					
2021-02-08 19:30:24.946994	129	0		Rank1				
2021-02-08 19:30:24.949727	133	0	12					
2021-02-08 19:30:25.204071	137	0		Rank1				
2021-02-08 19:30:25.350675	141	0	14					
2021-02-08 19:30:25.354124					172	1	15	Rank1
2021-02-08 19:30:25.354151	173	0	15					
2021-02-08 19:30:25.414885	177	0		Rank1				
2021-02-08 19:30:25.588634	181	0	15					
2021-02-08 19:30:25.590889	185	0		Rank1				
2021-02-08 19:30:25.593702	189	0	15					
2021-02-08 19:30:26.013928					235	0	13	Rank1
2021-02-08 19:30:26.014038	237	0	9					
2021-02-08 19:30:26.119873	241	0		Rank1				
2021-02-08 19:30:26.122633	245	0	9					
2021-02-08 19:30:26.359327	249	0		Rank1				
2021-02-08 19:30:26.363906	253	0	10					
2021-02-08 19:30:26.364153	269	0	12					
2021-02-08 19:30:26.364169					269	3	15	Rank1
2021-02-08 19:30:26.367186	273	0		Rank1				
2021-02-08 19:30:26.583358	277	0	13					
2021-02-08 19:30:26.583533	281	0		Rank1				
2021-02-08 19:30:26.586017	285	0	13					
2021-02-08 19:30:27.186651	289	0		Rank1				
2021-02-08 19:30:27.631302					395	3	13	Rank1
2021-02-08 19:30:27.631349	397	0	13					
2021-02-08 19:30:27.634742	401	0		Rank1				
2021-02-08 19:30:27.747704	405	0	14					
2021-02-08 19:30:27.751258	409	0		Rank1				
2021-02-08 19:30:27.751475	413	0	14					
2021-02-08 19:30:27.871282	417	0		Rank1				
2021-02-08 19:30:27.874911	421	0	10					
2021-02-08 19:30:28.000948	425	0		Rank1				
2021-02-08 19:30:28.001159	429	0	13					
2021-02-08 19:30:28.004427	433	0		Rank1				
2021-02-08 19:30:28.004713	437	0	13					
2021-02-08 19:30:28.387479	441	0		Rank1				
2021-02-08 19:30:28.392860	445	0	13					
2021-02-08 19:30:28.530535	449	0		Rank1				
2021-02-08 19:30:28.671562					492	1	13	Rank1
2021-02-08 19:30:28.671580	493	0	13					
2021-02-08 19:30:28.671794	497	0		Rank1				
2021-02-08 19:30:28.675323	501	0	13					
2021-02-08 19:30:28.892019	505	0		Rank1				
2021-02-08 19:30:29.388589	509	0	13					
2021-02-08 19:30:29.574728					588	5	13	Rank1
2021-02-08 19:30:29.574760	589	0	13					
2021-02-08 19:30:29.641107	593	0		Rank1				
2021-02-08 19:30:29.643704	597	0	13					
2021-02-08 19:30:29.644004	601	0		Rank1				
2021-02-08 19:30:29.884274	605	0	13					
2021-02-08 19:30:30.136686					651	0	10	Rank1
2021-02-08 19:30:30.136776	653	0	9					
2021-02-08 19:30:32.316434	870	9	14					
2021-02-08 19:30:32.354255	874	9		Rank1				
2021-02-08 19:30:32.360553					875	9	13	Rank1
2021-02-08 19:30:32.366145					877	8	13	Rank1
2021-02-08 19:30:32.392884	878	9	13					
2021-02-08 19:30:32.392891					879	3	15	Rank1
2021-02-08 19:30:32.392949					879	8	13	Rank1
2021-02-08 19:30:32.394857					880	3	13	Rank1
2021-02-08 19:30:32.417357					881	0	13	Rank1
2021-02-08 19:30:32.417530					881	4	13	Rank1
2021-02-08 19:30:32.417562					881	8	14	Rank1
2021-02-08 19:30:32.420237					882	3	13	Rank1
2021-02-08 19:30:32.420388					883	0	13	Rank1
2021-02-08 19:30:32.435292					883	5	14	Rank1
2021-02-08 19:30:32.438520					883	9	14	Rank1
2021-02-08 19:30:32.438668					884	3	15	Rank1
2021-02-08 19:30:32.438712					884	9	15	Rank1
2021-02-08 19:30:32.449711					885	3	15	Rank1
2021-02-08 19:30:32.449957					885	8	15	Rank1
2021-02-08 19:30:32.452571					886	3	15	Rank1
2021-02-08 19:30:32.452628					886	8	15	Rank1
2021-02-08 19:30:32.452635	886	9	15					
2021-02-08 19:30:32.475483					887	3	15	Rank1
2021-02-08 19:30:32.481462					887	8	15	Rank1
2021-02-08 19:30:32.481597					888	4	15	Rank1
2021-02-08 19:30:32.496046					888	9	15	Rank1
2021-02-08 19:30:32.496084					889	3	15	Rank1
2021-02-08 19:30:32.496193					889	8	15	Rank1
2021-02-08 19:30:32.506758					890	4	15	Rank1
2021-02-08 19:30:32.506805					890	8	15	Rank1
2021-02-08 19:30:32.506960	890	9		Rank1				
2021-02-08 19:30:32.507043					891	6	15	Rank1
2021-02-08 19:30:32.516772					892	1	15	Rank1
2021-02-08 19:30:32.534071					892	6	15	Rank1
2021-02-08 19:30:32.534087					893	0	15	Rank1
2021-02-08 19:30:32.534301					893	5	15	Rank1
2021-02-08 19:30:32.541466					893	9	15	Rank1
2021-02-08 19:30:32.541641					894	4	13	Rank1
2021-02-08 19:30:32.553768					894	8	13	Rank1
2021-02-08 19:30:32.553775	894	9	13					
2021-02-08 19:30:32.558472					895	3	13	Rank1
2021-02-08 19:30:32.558694					895	8	14	Rank1
2021-02-08 19:30:32.561280					896	3	13	Rank1
2021-02-08 19:30:32.561449					896	9	13	Rank1
2021-02-08 19:30:32.563560					897	4	13	Rank1
2021-02-08 19:30:32.574654					897	8	13	Rank1
2021-02-08 19:30:32.574720					898	3	13	Rank1
2021-02-08 19:30:32.577354					898	9	13	Rank1
2021-02-08 19:30:32.599127					899	5	13	Rank1
2021-02-08 19:30:32.599229					899	9	13	Rank1
2021-02-08 19:30:32.604976					900	3	13	Rank1
2021-02-08 19:30:32.605030					900	9	12	Rank1
2021-02-08 19:30:32.619741					901	3	12	Rank1
2021-02-08 19:30:32.621305					901	9	12	Rank1
2021-02-08 19:30:32.621338					902	3	13	Rank1
2021-02-08 19:30:32.658610					902	8	12	Rank1
2021-02-08 19:30:32.658619	902	9	12					
2021-02-08 19:30:32.661700					904	1	13	Rank1
2021-02-08 19:30:32.728721	906	9		Rank1				
2021-02-08 19:30:32.730682					909	1	13	Rank1
2021-02-08 19:30:32.730874	910	9	13					
2021-02-08 19:30:32.798232	914	9		Rank1				
2021-02-08 19:30:32.866152	918	9	13					
2021-02-08 19:30:32.869086	922	9		Rank1				
2021-02-08 19:30:33.435795	926	9	13					
2021-02-08 19:30:33.469924	958	9	13					
2021-02-08 19:30:33.570409					990	0	14	Rank1
2021-02-08 19:30:33.570446	990	9	13					
2021-02-08 19:30:33.573161	994	9		Rank1				
2021-02-08 19:30:33.634077	998	9	14					
2021-02-08 19:30:33.639713	1002	9		Rank1				
2021-02-08 19:30:33.777625	1006	9	14					
2021-02-08 19:30:34.087551	1010	9		Rank1				
2021-02-08 19:30:34.156244	1022	9	11					
2021-02-08 19:30:34.156624					29	4	15	Rank1
2021-02-08 19:30:34.158912	30	9	15					
2021-02-08 19:30:34.291895	34	9		Rank1				
2021-02-08 19:30:34.292060	38	9	15					
2021-02-08 19:30:34.295472	42	9		Rank1				
2021-02-08 19:30:34.538042	46	9	15					
2021-02-08 19:30:34.538235					62	6	13	Rank1
2021-02-08 19:30:34.538240	62	9	13					
2021-02-08 19:30:34.751497					63	5	15	Rank1
2021-02-08 19:30:34.751689	66	9		Rank1				
2021-02-08 19:30:34.755394	70	9	14					
2021-02-08 19:30:35.047574	74	9		Rank1				
2021-02-08 19:30:35.047774	78	9	14					
2021-02-08 19:30:35.265315	82	9		Rank1				
2021-02-08 19:30:35.265536	94	9	14					
2021-02-08 19:30:35.796255	126	9	15					
2021-02-08 19:30:35.798060	158	9	15					
2021-02-08 19:30:35.798252					189	8	15	Rank1
2021-02-08 19:30:35.916031	190	9	14					
2021-02-08 19:30:35.916253	194	9		Rank1				
2021-02-08 19:30:35.917783	198	9	15					
2021-02-08 19:30:35.921478	202	9		Rank1				
2021-02-08 19:30:35.921709	206	9	15					
2021-02-08 19:30:36.035805	210	9		Rank1				
2021-02-08 19:30:36.038604	214	9	15					
2021-02-08 19:30:36.038805	218	9		Rank1				
2021-02-08 19:30:36.654673	222	9	13					
2021-02-08 19:30:36.654858	226	9		Rank1				
2021-02-08 19:30:36.736689	254	9	15					
2021-02-08 19:30:36.739605					286	4	15	Rank1
2021-02-08 19:30:36.739611	286	9	15					
2021-02-08 19:30:36.797167	290	9		Rank1				
2021-02-08 19:30:36.872174					294	0	14	Rank1
2021-02-08 19:30:36.872213	294	9	13					
2021-02-08 19:30:36.877576	298	9		Rank1				
2021-02-08 19:30:36.877615					300	3	13	Rank1
2021-02-08 19:30:36.877835					301	1	13	Rank1
2021-02-08 19:30:36.877919	302	9	13					
2021-02-08 19:30:36.936345					304	9	13	Rank1
2021-02-08 19:30:36.939434					305	9	13	Rank1
2021-02-08 19:30:36.939463	306	9		Rank1				
2021-02-08 19:30:36.958509					310	3	15	Rank1
2021-02-08 19:30:36.962102	310	9	14					
2021-02-08 19:30:36.962135					311	4	15	Rank1
2021-02-08 19:30:37.005345	314	9		Rank1				
2021-02-08 19:30:37.075058					316	9	15	Rank1
2021-02-08 19:30:37.077985					318	8	15	Rank1
2021-02-08 19:30:37.077995	318	9	15					
2021-02-08 19:30:37.081401					320	5	15	Rank1
2021-02-08 19:30:37.081437					321	9	15	Rank1
2021-02-08 19:30:37.081481	322	9		Rank1				
2021-02-08 19:30:37.144468	326	9	15					
2021-02-08 19:30:37.144474					327	0	15	Rank1
2021-02-08 19:30:37.257209	330	9		Rank1				
2021-02-08 19:30:37.261515	334	9	15					
2021-02-08 19:30:37.262101	338	9		Rank1				
2021-02-08 19:30:37.893982	342	9	15					
2021-02-08 19:30:37.898714	350	9	12					
2021-02-08 19:30:37.898994	382	9	15					
2021-02-08 19:30:38.036429					413	6	13	Rank1
2021-02-08 19:30:38.040724	414	9	13					
2021-02-08 19:30:38.041070	418	9		Rank1				
2021-02-08 19:30:38.146228	422	9	13					
2021-02-08 19:30:38.151853	426	9		Rank1				
2021-02-08 19:30:38.152141	430	9	11					
2021-02-08 19:30:38.883951	446	9	8					
2021-02-08 19:30:38.996966	478	9	13					
2021-02-08 19:30:38.997116					510	3	13	Rank1
2021-02-08 19:30:38.999794	510	9	12					
2021-02-08 19:30:38.999964	514	9		Rank1				
2021-02-08 19:30:39.239698	518	9	13					
2021-02-08 19:30:39.239835	522	9		Rank1				
2021-02-08 19:30:39.243092	526	9	12					
2021-02-08 19:30:39.896879	542	9	13					
2021-02-08 19:30:39.897129	574	9	11					
2021-02-08 19:30:40.017631					606	8	13	Rank1
2021-02-08 19:30:40.017637	606	9	13					
2021-02-08 19:30:40.020729	610	9		Rank1				
2021-02-08 19:30:40.021047	614	9	13					
2021-02-08 19:30:40.023662	618	9		Rank1				
2021-02-08 19:30:40.065669	622	9	10					
2021-02-08 19:30:40.093001					623	9	10	Rank1
2021-02-08 19:30:40.093104					624	4	15	Rank1
2021-02-08 19:30:40.093156					624	8	13	Rank1
2021-02-08 19:30:40.095792					625	3	13	Rank1
2021-02-08 19:30:40.095862					625	9	13	Rank1
2021-02-08 19:30:40.105708					626	4	12	Rank1
2021-02-08 19:30:40.105804					626	8	12	Rank1
2021-02-08 19:30:40.105839	626	9		Rank1				
2021-02-08 19:30:40.105870					627	3	12	Rank1
2021-02-08 19:30:40.122116					628	0	12	Rank1
2021-02-08 19:30:40.122311					628	5	12	Rank1
2021-02-08 19:30:40.122411					628	9	12	Rank1
2021-02-08 19:30:40.122487					629	4	12	Rank1
2021-02-08 19:30:40.122900					629	8	12	Rank1
2021-02-08 19:30:40.140699					630	4	12	Rank1
2021-02-08 19:30:40.142611					630	8	12	Rank1
2021-02-08 19:30:40.142628	630	9	12					
2021-02-08 19:30:40.142852					631	3	11	Rank1
2021-02-08 19:30:40.148721					631	8	11	Rank1
2021-02-08 19:30:40.150877					632	5	10	Rank1
2021-02-08 19:30:40.151198					632	9	11	Rank1
2021-02-08 19:30:40.168951					633	3	11	Rank1
2021-02-08 19:30:40.169352					633	8	11	Rank1
2021-02-08 19:30:40.171406					634	3	12	Rank1
2021-02-08 19:30:40.171707					634	8	12	Rank1
2021-02-08 19:30:40.171725	634	9		Rank1				
2021-02-08 19:30:40.183257					635	3	12	Rank1
2021-02-08 19:30:40.186569					635	8	12	Rank1
2021-02-08 19:30:40.197423					636	3	13	Rank1
2021-02-08 19:30:40.197657					636	8	13	Rank1
2021-02-08 19:30:40.197819					637	3	13	Rank1
2021-02-08 19:30:40.209691					637	8	13	Rank1
2021-02-08 19:30:40.215430					638	6	13	Rank1
2021-02-08 19:30:40.215601	638	9	13					
2021-02-08 19:30:40.215635					639	0	13	Rank1
2021-02-08 19:30:40.232614					639	5	13	Rank1
2021-02-08 19:30:40.232754					640	0	13	Rank1
2021-02-08 19:30:40.257519					640	5	12	Rank1
2021-02-08 19:30:40.262923					641	1	13	Rank1
2021-02-08 19:30:40.263095					641	5	13	Rank1
2021-02-08 19:30:40.270006					642	0	13	Rank1
2021-02-08 19:30:40.270392					642	5	13	Rank1
2021-02-08 19:30:40.270427					642	9	13	Rank1
2021-02-08 19:30:40.273918					644	0	13	Rank1
2021-02-08 19:30:40.331373					645	9	14	Rank1
2021-02-08 19:30:40.331575					646	4	14	Rank1
2021-02-08 19:30:40.331644	646	9	13					
2021-02-08 19:30:40.377142					649	0	13	Rank1
2021-02-08 19:30:40.377518	650	9		Rank1				
2021-02-08 19:30:40.379856					654	0	15	Rank1
2021-02-08 19:30:40.452857	654	9	11					
2021-02-08 19:30:40.454560	658	9		Rank1				
2021-02-08 19:30:40.489921	662	9	14					
2021-02-08 19:30:40.491937	666	9		Rank1				
2021-02-08 19:30:40.558307	670	9	13					
2021-02-08 19:30:41.175881	674	9		Rank1				
2021-02-08 19:30:41.176075	702	9	12					
2021-02-08 19:30:41.255924					734	0	13	Rank1
2021-02-08 19:30:41.256106	734	9	13					
2021-02-08 19:30:41.258401	738	9		Rank1				
2021-02-08 19:30:41.324767	742	9	15					
2021-02-08 19:30:41.331506	746	9		Rank1				
2021-02-08 19:30:41.774086	750	9	15					
2021-02-08 19:30:41.860506	766	9	13					
2021-02-08 19:30:41.860723					797	4	15	Rank1
2021-02-08 19:30:41.860783	798	9	15					
2021-02-08 19:30:42.114625	802	9		Rank1				
2021-02-08 19:30:42.118946	806	9	15					
2021-02-08 19:30:42.122073	810	9		Rank1				
2021-02-08 19:30:42.122249	814	9	15					
2021-02-08 19:30:42.257452					830	6	15	Rank1
2021-02-08 19:30:42.257939	830	9	15					
2021-02-08 19:30:42.258003	834	9		Rank1				
2021-02-08 19:30:42.262647	838	9	15					
2021-02-08 19:30:42.398130	842	9		Rank1				
2021-02-08 19:30:42.399716	846	9	15					
2021-02-08 19:30:42.400189	850	9		Rank1				
2021-02-08 19:30:42.735015	854	9	15					
2021-02-08 19:30:42.735403	858	9		Rank1				
2021-02-08 19:30:43.052206	862	9	13					
2021-02-08 19:30:43.054998	866	9		Rank1				
2021-02-08 19:30:43.139028	894	9	13					
2021-02-08 19:30:43.141183	926	9	15					
2021-02-08 19:30:43.141208					927	8	15	Rank1
2021-02-08 19:30:43.256747	930	9		Rank1				
2021-02-08 19:30:43.256982	934	9	15					
2021-02-08 19:30:43.259360	938	9		Rank1				
2021-02-08 19:30:43.485428	942	9	15					
2021-02-08 19:30:44.011984	946	9		Rank1				
2021-02-08 19:30:44.012147	958	9	15					
2021-02-08 19:30:44.391690	990	9	15					
2021-02-08 19:30:44.391948	1022	9	11					
2021-02-08 19:30:44.394869					29	8	12	Rank1
2021-02-08 19:30:44.517076	30	9	12					
2021-02-08 19:30:44.517206	34	9		Rank1				
2021-02-08 19:30:44.520035	38	9	15					
2021-02-08 19:30:44.768968	42	9		Rank1				
2021-02-08 19:30:44.771268	46	9	15					
2021-02-08 19:30:44.772803	62	9	14					
2021-02-08 19:30:44.773035	66	9		Rank1				
2021-02-08 19:30:44.982960	70	9	14					
2021-02-08 19:30:44.984894	74	9		Rank1				
2021-02-08 19:30:44.985051	78	9	14					
2021-02-08 19:30:45.126963	82	9		Rank1				
2021-02-08 19:30:45.130883	94	9	11					
2021-02-08 19:30:45.131090	98	9		Rank1				
2021-02-08 19:30:45.188695	102	9	8					
2021-02-08 19:30:45.192414	106	9		Rank1				
2021-02-08 19:30:45.192676	110	9	12					
2021-02-08 19:30:45.421726					126	4	13	Rank1
2021-02-08 19:30:45.421743	126	9	13					
2021-02-08 19:30:45.423262	130	9		Rank1				
2021-02-08 19:30:45.423472	134	9	13					
2021-02-08 19:30:45.607039	138	9		Rank1				
2021-02-08 19:30:45.879706	142	9	12					
2021-02-08 19:30:46.251224	158	9	10					
