TIME_STAMP	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier System Frame Number	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier System Subframe Number	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier CQI CW0	Qualcomm Lte/LteAdv LL1 PUCCH CSF(Per TTI) Pri. Component Carrier Rank Index	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier System Frame Number	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier System Subframe Number	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier WideBand CQI CW0	Qualcomm Lte/LteAdv LL1 PUSCH CSF(Per TTI) Pri. Component Carrier Rank Index
2021-02-08 19:29:14.481899	257	1		Rank1				
2021-02-08 19:29:14.481931					257	3	11	Rank1
2021-02-08 19:29:14.482124					257	8	11	Rank1
2021-02-08 19:29:14.495919					258	3	11	Rank1
2021-02-08 19:29:14.498309					258	8	11	Rank1
2021-02-08 19:29:14.498528					259	3	11	Rank1
2021-02-08 19:29:14.522313					259	8	12	Rank1
2021-02-08 19:29:14.522326					260	3	12	Rank1
2021-02-08 19:29:14.525845					260	8	12	Rank1
2021-02-08 19:29:14.525882	261	1	12					
2021-02-08 19:29:14.529289					261	3	13	Rank1
2021-02-08 19:29:14.529519					261	8	12	Rank1
2021-02-08 19:29:14.533245					262	3	12	Rank1
2021-02-08 19:29:14.533279					262	8	12	Rank1
2021-02-08 19:29:14.536746					263	3	13	Rank1
2021-02-08 19:29:14.553599					263	8	12	Rank1
2021-02-08 19:29:14.561041					264	3	12	Rank1
2021-02-08 19:29:14.561094					264	8	11	Rank1
2021-02-08 19:29:14.561250	265	1		Rank1				
2021-02-08 19:29:14.561278					265	3	11	Rank1
2021-02-08 19:29:14.562906					265	8	10	Rank1
2021-02-08 19:29:14.564484					266	3	11	Rank1
2021-02-08 19:29:14.564537					266	8	10	Rank1
2021-02-08 19:29:14.593110					267	3	10	Rank1
2021-02-08 19:29:14.593235					267	8	10	Rank1
2021-02-08 19:29:14.602713					268	3	11	Rank1
2021-02-08 19:29:14.611378					268	8	11	Rank1
2021-02-08 19:29:14.611412	269	1	11					
2021-02-08 19:29:14.619813					269	3	11	Rank1
2021-02-08 19:29:14.619960					269	8	12	Rank1
2021-02-08 19:29:14.632614					270	3	12	Rank1
2021-02-08 19:29:14.641182					270	8	12	Rank1
2021-02-08 19:29:14.641238					271	3	12	Rank1
2021-02-08 19:29:14.644364					271	8	12	Rank1
2021-02-08 19:29:14.644464					272	3	12	Rank1
2021-02-08 19:29:14.647689					272	8	12	Rank1
2021-02-08 19:29:14.647782	273	1		Rank1				
2021-02-08 19:29:14.647788					273	3	12	Rank1
2021-02-08 19:29:14.689016					273	8	11	Rank1
2021-02-08 19:29:14.691098					275	3	11	Rank1
2021-02-08 19:29:14.691326	277	1	12					
2021-02-08 19:29:14.755284					278	3	12	Rank1
2021-02-08 19:29:14.757681	281	1		Rank1				
2021-02-08 19:29:14.840691	285	1	11					
2021-02-08 19:29:15.122546	289	1		Rank1				
2021-02-08 19:29:15.133308	293	1	12					
2021-02-08 19:29:15.137272	297	1		Rank1				
2021-02-08 19:29:15.246885	301	1	7					
2021-02-08 19:29:15.248672	333	1	13					
2021-02-08 19:29:15.325150	337	1		Rank1				
2021-02-08 19:29:15.328968	341	1	13					
2021-02-08 19:29:15.388665	345	1		Rank1				
2021-02-08 19:29:15.583101	349	1	15					
2021-02-08 19:29:15.588056					364	3	11	Rank1
2021-02-08 19:29:15.588187	365	1	10					
2021-02-08 19:29:15.662720	369	1		Rank1				
2021-02-08 19:29:15.734793	373	1	14					
2021-02-08 19:29:15.737687	377	1		Rank1				
2021-02-08 19:29:16.239787	381	1	14					
2021-02-08 19:29:16.241187	397	1	15					
2021-02-08 19:29:16.241346					427	9	15	Rank1
2021-02-08 19:29:16.476335	429	1	15					
2021-02-08 19:29:16.478499	433	1		Rank1				
2021-02-08 19:29:16.478698	437	1	15					
2021-02-08 19:29:16.481691	441	1		Rank1				
2021-02-08 19:29:16.481876	445	1	15					
2021-02-08 19:29:16.625469					460	9	15	Rank1
2021-02-08 19:29:16.625475	461	1	15					
2021-02-08 19:29:16.625681	465	1		Rank1				
2021-02-08 19:29:16.699324	469	1	15					
2021-02-08 19:29:16.702888	473	1		Rank1				
2021-02-08 19:29:16.703099	477	1	13					
2021-02-08 19:29:17.334632	493	1	15					
2021-02-08 19:29:17.562687	525	1	14					
2021-02-08 19:29:17.562838	557	1	13					
2021-02-08 19:29:17.562853					557	5	13	Rank1
2021-02-08 19:29:17.566050	561	1		Rank1				
2021-02-08 19:29:17.566162	565	1	15					
2021-02-08 19:29:17.722178	569	1		Rank1				
2021-02-08 19:29:17.725770	573	1	15					
2021-02-08 19:29:18.317861	577	1		Rank1				
2021-02-08 19:29:18.322989	581	1	15					
2021-02-08 19:29:18.323260	585	1		Rank1				
2021-02-08 19:29:18.323309	589	1	12					
2021-02-08 19:29:18.718399	621	1	13					
2021-02-08 19:29:18.840477	653	1	15					
2021-02-08 19:29:18.840630					684	1	13	Rank1
2021-02-08 19:29:18.840673	685	1	14					
2021-02-08 19:29:18.844401	689	1		Rank1				
2021-02-08 19:29:19.047058	693	1	15					
2021-02-08 19:29:19.080766	697	1		Rank1				
2021-02-08 19:29:19.221362	701	1	15					
2021-02-08 19:29:19.224250	717	1	13					
2021-02-08 19:29:19.224507	721	1		Rank1				
2021-02-08 19:29:19.358573	725	1	13					
2021-02-08 19:29:19.358754	729	1		Rank1				
2021-02-08 19:29:19.361658	733	1	11					
2021-02-08 19:29:19.363668	737	1		Rank1				
2021-02-08 19:29:19.676532	741	1	11					
2021-02-08 19:29:19.746423	745	1		Rank1				
2021-02-08 19:29:19.749357	749	1	12					
2021-02-08 19:29:19.751865					780	8	12	Rank1
2021-02-08 19:29:19.751881	781	1	8					
2021-02-08 19:29:19.860745	785	1		Rank1				
2021-02-08 19:29:19.867103	789	1	11					
2021-02-08 19:29:19.867271	793	1		Rank1				
2021-02-08 19:29:19.982449	797	1	10					
2021-02-08 19:29:19.984871	801	1		Rank1				
2021-02-08 19:29:20.316010	805	1	12					
2021-02-08 19:29:20.388493	809	1		Rank1				
2021-02-08 19:29:20.390665	813	1	13					
2021-02-08 19:29:20.391116					843	9	13	Rank1
2021-02-08 19:29:20.738088	845	1	13					
2021-02-08 19:29:20.741190	849	1		Rank1				
2021-02-08 19:29:21.362791	940	5	15					
2021-02-08 19:29:21.368604	944	5		Rank1				
2021-02-08 19:29:21.398452					947	7	15	Rank1
2021-02-08 19:29:21.398561					948	2	15	Rank1
2021-02-08 19:29:21.398604	948	5	13					
2021-02-08 19:29:21.398611					948	6	14	Rank1
2021-02-08 19:29:21.438936					949	8	15	Rank1
2021-02-08 19:29:21.439136					950	9	15	Rank1
2021-02-08 19:29:21.439222	952	5		Rank1				
2021-02-08 19:29:21.505064					954	2	15	Rank1
2021-02-08 19:29:21.505305	956	5	15					
2021-02-08 19:29:21.507750					958	3	15	Rank1
2021-02-08 19:29:21.559026	960	5		Rank1				
2021-02-08 19:29:21.559116					961	3	15	Rank1
2021-02-08 19:29:21.562168					963	5	15	Rank1
2021-02-08 19:29:21.562198					964	3	15	Rank1
2021-02-08 19:29:21.562215	964	5	14					
2021-02-08 19:29:21.562242					964	8	14	Rank1
2021-02-08 19:29:21.604251					965	4	15	Rank1
2021-02-08 19:29:21.607055					968	2	15	Rank1
2021-02-08 19:29:21.607062	968	5		Rank1				
2021-02-08 19:29:21.637749					969	2	15	Rank1
2021-02-08 19:29:21.637943					970	2	15	Rank1
2021-02-08 19:29:21.640477					970	7	15	Rank1
2021-02-08 19:29:21.640718					971	2	15	Rank1
2021-02-08 19:29:21.700079					971	9	15	Rank1
2021-02-08 19:29:21.700127					972	3	15	Rank1
2021-02-08 19:29:21.700134	972	5	14					
2021-02-08 19:29:21.704507					975	3	14	Rank1
2021-02-08 19:29:21.817580					976	4	15	Rank1
2021-02-08 19:29:21.817587	976	5		Rank1				
2021-02-08 19:29:21.817601					977	2	15	Rank1
2021-02-08 19:29:21.817882					980	3	15	Rank1
2021-02-08 19:29:21.817889	980	5	15					
2021-02-08 19:29:22.110300	984	5		Rank1				
2021-02-08 19:29:22.112908	988	5	12					
2021-02-08 19:29:22.115269	992	5		Rank1				
2021-02-08 19:29:22.115395	996	5	11					
2021-02-08 19:29:22.176839	1000	5		Rank1				
2021-02-08 19:29:22.177426	0	5		Rank1				
2021-02-08 19:29:22.199450					3	8	15	Rank1
2021-02-08 19:29:22.199522					4	2	15	Rank1
2021-02-08 19:29:22.202292	4	5	15					
2021-02-08 19:29:22.202353					4	7	15	Rank1
2021-02-08 19:29:22.225138					5	2	15	Rank1
2021-02-08 19:29:22.225237					5	7	15	Rank1
2021-02-08 19:29:22.229869					6	2	15	Rank1
2021-02-08 19:29:22.230224					6	7	15	Rank1
2021-02-08 19:29:22.233942					7	2	15	Rank1
2021-02-08 19:29:22.234237					7	7	15	Rank1
2021-02-08 19:29:22.234378					8	2	15	Rank1
2021-02-08 19:29:22.236433	8	5		Rank1				
2021-02-08 19:29:22.236553					8	7	15	Rank1
2021-02-08 19:29:22.236745					9	2	14	Rank1
2021-02-08 19:29:22.267030					9	7	14	Rank1
2021-02-08 19:29:22.268831					10	2	14	Rank1
2021-02-08 19:29:22.268941					10	7	14	Rank1
2021-02-08 19:29:22.269013					11	2	13	Rank1
2021-02-08 19:29:22.285806					11	7	13	Rank1
2021-02-08 19:29:22.285902					12	4	13	Rank1
2021-02-08 19:29:22.285920	12	5	13					
2021-02-08 19:29:22.287613					12	8	13	Rank1
2021-02-08 19:29:22.287667					13	2	13	Rank1
2021-02-08 19:29:22.287793					13	7	13	Rank1
2021-02-08 19:29:22.299200					14	2	13	Rank1
2021-02-08 19:29:22.299612					14	7	13	Rank1
2021-02-08 19:29:22.300113					15	2	13	Rank1
2021-02-08 19:29:22.302897					15	7	13	Rank1
2021-02-08 19:29:22.303457					16	2	13	Rank1
2021-02-08 19:29:22.303501	16	5		Rank1				
2021-02-08 19:29:22.327115					16	7	13	Rank1
2021-02-08 19:29:22.327192					17	2	13	Rank1
2021-02-08 19:29:22.327400					17	7	13	Rank1
2021-02-08 19:29:22.328287					18	2	13	Rank1
2021-02-08 19:29:22.343507					18	7	13	Rank1
2021-02-08 19:29:22.343544					19	2	13	Rank1
2021-02-08 19:29:22.344371					19	7	15	Rank1
2021-02-08 19:29:22.344491					20	2	15	Rank1
2021-02-08 19:29:22.344692	20	5	14					
2021-02-08 19:29:22.397467					22	0	15	Rank1
2021-02-08 19:29:22.458351					23	9	15	Rank1
2021-02-08 19:29:22.458487	24	5		Rank1				
2021-02-08 19:29:22.458749					24	8	15	Rank1
2021-02-08 19:29:22.465207	28	5	15					
2021-02-08 19:29:22.465301					28	9	15	Rank1
2021-02-08 19:29:22.499138	32	5		Rank1				
2021-02-08 19:29:22.572496	36	5	15					
2021-02-08 19:29:22.575782	40	5		Rank1				
2021-02-08 19:29:22.806430	44	5	15					
2021-02-08 19:29:22.810890	48	5		Rank1				
2021-02-08 19:29:22.891393	68	5	15					
2021-02-08 19:29:22.894417					69	9	15	Rank1
2021-02-08 19:29:22.894705	72	5		Rank1				
2021-02-08 19:29:22.980373	76	5	15					
2021-02-08 19:29:23.069449	80	5		Rank1				
2021-02-08 19:29:23.073083	84	5	15					
2021-02-08 19:29:23.162015	88	5		Rank1				
2021-02-08 19:29:23.165172	92	5	15					
2021-02-08 19:29:23.447145	100	5	13					
2021-02-08 19:29:23.529701	132	5	15					
2021-02-08 19:29:23.531690	136	5		Rank1				
2021-02-08 19:29:23.599057	140	5	15					
2021-02-08 19:29:23.602172	144	5		Rank1				
2021-02-08 19:29:23.700671	148	5	15					
2021-02-08 19:29:23.700678					148	8	13	Rank1
2021-02-08 19:29:23.818462	152	5		Rank1				
2021-02-08 19:29:23.818659	156	5	15					
2021-02-08 19:29:23.820623	160	5		Rank1				
2021-02-08 19:29:23.947329	164	5	15					
2021-02-08 19:29:23.947489					166	5	15	Rank1
2021-02-08 19:29:23.950020	168	5		Rank1				
2021-02-08 19:29:23.951040	172	5	15					
2021-02-08 19:29:24.318881	176	5		Rank1				
2021-02-08 19:29:24.326748	180	5	15					
2021-02-08 19:29:24.729059	184	5		Rank1				
2021-02-08 19:29:24.855110	196	5	15					
2021-02-08 19:29:24.855293	228	5	15					
2021-02-08 19:29:24.858642	260	5	15					
2021-02-08 19:29:24.858795					263	3	15	Rank1
2021-02-08 19:29:24.858842	264	5		Rank1				
2021-02-08 19:29:24.992443	268	5	15					
2021-02-08 19:29:24.995298	272	5		Rank1				
2021-02-08 19:29:24.996560	276	5	13					
2021-02-08 19:29:24.998529	280	5		Rank1				
2021-02-08 19:29:25.208520	284	5	13					
2021-02-08 19:29:25.208601	292	5	13					
2021-02-08 19:29:25.208714	296	5		Rank1				
2021-02-08 19:29:25.212080	300	5	15					
2021-02-08 19:29:25.695693	304	5		Rank1				
2021-02-08 19:29:25.695884	308	5	15					
2021-02-08 19:29:25.696745	312	5		Rank1				
2021-02-08 19:29:26.094501	324	5	15					
2021-02-08 19:29:26.216081					389	5	15	Rank1
2021-02-08 19:29:26.216097					389	7	15	Rank1
2021-02-08 19:29:26.216169	392	5		Rank1				
2021-02-08 19:29:26.216296	396	5	15					
2021-02-08 19:29:26.219244	400	5		Rank1				
2021-02-08 19:29:26.456529	404	5	15					
2021-02-08 19:29:26.460618	408	5		Rank1				
2021-02-08 19:29:26.460819					421	4	15	Rank1
2021-02-08 19:29:26.461923	424	5		Rank1				
2021-02-08 19:29:26.462125	428	5	15					
2021-02-08 19:29:26.676610	432	5		Rank1				
2021-02-08 19:29:26.678887	436	5	15					
2021-02-08 19:29:26.679217	440	5		Rank1				
2021-02-08 19:29:27.084754					486	4	15	Rank1
2021-02-08 19:29:27.084908	488	5		Rank1				
2021-02-08 19:29:27.311543	492	5	15					
2021-02-08 19:29:27.316433	496	5		Rank1				
2021-02-08 19:29:27.325874	500	5	15					
2021-02-08 19:29:27.326188	504	5		Rank1				
2021-02-08 19:29:27.742879					549	4	15	Rank1
2021-02-08 19:29:27.744620	552	5		Rank1				
2021-02-08 19:29:27.744828	556	5	15					
2021-02-08 19:29:27.939881	560	5		Rank1				
2021-02-08 19:29:27.941477	564	5	15					
2021-02-08 19:29:27.941728	568	5		Rank1				
2021-02-08 19:29:28.072875					582	9	15	Rank1
2021-02-08 19:29:28.072902	584	5		Rank1				
2021-02-08 19:29:28.143420	588	5	15					
2021-02-08 19:29:28.143640	592	5		Rank1				
2021-02-08 19:29:28.145854	596	5	15					
2021-02-08 19:29:28.257186					599	7	15	Rank1
2021-02-08 19:29:28.259184	600	5		Rank1				
2021-02-08 19:29:28.259484	604	5	15					
2021-02-08 19:29:28.354953	608	5		Rank1				
2021-02-08 19:29:28.358175	612	5	15					
2021-02-08 19:29:28.358201					612	9	15	Rank1
2021-02-08 19:29:28.601686	616	5		Rank1				
2021-02-08 19:29:28.601927	620	5	15					
2021-02-08 19:29:28.604838	624	5		Rank1				
2021-02-08 19:29:28.829946	628	5	15					
2021-02-08 19:29:28.838912	632	5		Rank1				
2021-02-08 19:29:29.375935					709	5	15	Rank1
2021-02-08 19:29:29.378352	712	5		Rank1				
2021-02-08 19:29:29.427707	716	5	15					
2021-02-08 19:29:29.427953	720	5		Rank1				
2021-02-08 19:29:29.432705	724	5	15					
2021-02-08 19:29:29.798192	728	5		Rank1				
2021-02-08 19:29:29.865511	768	5		Rank1				
2021-02-08 19:29:29.891349					771	7	15	Rank1
2021-02-08 19:29:29.891361	772	5	15					
2021-02-08 19:29:29.894193					773	5	15	Rank1
2021-02-08 19:29:29.894205					773	9	15	Rank1
2021-02-08 19:29:29.894473					774	3	15	Rank1
2021-02-08 19:29:29.894484					774	7	15	Rank1
2021-02-08 19:29:29.930008					775	2	15	Rank1
2021-02-08 19:29:29.930088					775	7	15	Rank1
2021-02-08 19:29:29.932101					776	2	15	Rank1
2021-02-08 19:29:29.932149	776	5		Rank1				
2021-02-08 19:29:29.938264					776	8	15	Rank1
2021-02-08 19:29:29.938455					777	2	15	Rank1
2021-02-08 19:29:29.938491					777	7	15	Rank1
2021-02-08 19:29:29.938538					778	2	15	Rank1
2021-02-08 19:29:29.965220					779	0	15	Rank1
2021-02-08 19:29:29.965268					779	5	15	Rank1
2021-02-08 19:29:29.965405					779	9	15	Rank1
2021-02-08 19:29:29.968454	780	5	15					
2021-02-08 19:29:29.968732					780	7	15	Rank1
2021-02-08 19:29:29.968764					781	3	15	Rank1
2021-02-08 19:29:29.973557					781	7	15	Rank1
2021-02-08 19:29:29.973639					782	2	15	Rank1
2021-02-08 19:29:29.976320					782	7	15	Rank1
2021-02-08 19:29:29.976517					783	2	15	Rank1
2021-02-08 19:29:29.976575					783	7	15	Rank1
2021-02-08 19:29:29.990209					784	2	15	Rank1
2021-02-08 19:29:29.990249	784	5		Rank1				
2021-02-08 19:29:29.990259					784	9	15	Rank1
2021-02-08 19:29:29.990436					785	3	15	Rank1
2021-02-08 19:29:30.010814					785	7	15	Rank1
2021-02-08 19:29:30.013640					786	2	15	Rank1
2021-02-08 19:29:30.013747					786	7	15	Rank1
2021-02-08 19:29:30.080059	788	5	15					
2021-02-08 19:29:30.080254					789	5	15	Rank1
2021-02-08 19:29:30.120881					791	7	15	Rank1
2021-02-08 19:29:30.120904	792	5		Rank1				
2021-02-08 19:29:30.131343	796	5	15					
2021-02-08 19:29:30.176560					796	8	15	Rank1
2021-02-08 19:29:30.182235	800	5		Rank1				
2021-02-08 19:29:30.247361	804	5	15					
2021-02-08 19:29:30.250313					806	2	15	Rank1
2021-02-08 19:29:30.322081	808	5		Rank1				
2021-02-08 19:29:30.323894	812	5	15					
2021-02-08 19:29:30.343750	816	5		Rank1				
2021-02-08 19:29:30.519280	820	5	15					
2021-02-08 19:29:30.522216	824	5		Rank1				
2021-02-08 19:29:31.219762					902	7	15	Rank1
2021-02-08 19:29:31.220399	904	5		Rank1				
2021-02-08 19:29:31.285973	908	5	15					
2021-02-08 19:29:31.290206	912	5		Rank1				
2021-02-08 19:29:31.290446					914	3	15	Rank1
2021-02-08 19:29:31.418254	916	5	15					
2021-02-08 19:29:31.420879	920	5		Rank1				
2021-02-08 19:29:31.772280	924	5	15					
2021-02-08 19:29:31.774733	928	5		Rank1				
2021-02-08 19:29:31.915160	932	5	15					
2021-02-08 19:29:31.918581	968	5		Rank1				
2021-02-08 19:29:31.918779	972	5	15					
2021-02-08 19:29:32.157370	976	5		Rank1				
2021-02-08 19:29:32.162145	980	5	15					
2021-02-08 19:29:32.164933	984	5		Rank1				
2021-02-08 19:29:32.165186					999	9	15	Rank1
2021-02-08 19:29:32.165214	1000	5		Rank1				
2021-02-08 19:29:32.285352	1004	5	15					
2021-02-08 19:29:32.288548	1008	5		Rank1				
2021-02-08 19:29:32.288574					1009	2	15	Rank1
2021-02-08 19:29:32.425628	1012	5	15					
2021-02-08 19:29:32.425819	1016	5		Rank1				
2021-02-08 19:29:32.430345	1020	5	15					
2021-02-08 19:29:32.733844	0	5		Rank1				
2021-02-08 19:29:33.053680	4	5	15					
2021-02-08 19:29:33.462310	72	5		Rank1				
2021-02-08 19:29:33.462458	76	5	15					
2021-02-08 19:29:33.462940					101	7	15	Rank1
2021-02-08 19:29:33.463076	104	5		Rank1				
2021-02-08 19:29:33.594863	108	5	15					
2021-02-08 19:29:33.595196	112	5		Rank1				
2021-02-08 19:29:33.598257	116	5	15					
2021-02-08 19:29:33.826657	120	5		Rank1				
2021-02-08 19:29:34.448713					198	3	13	Rank1
2021-02-08 19:29:34.448819	200	5		Rank1				
2021-02-08 19:29:34.698620	204	5	15					
2021-02-08 19:29:34.700760	208	5		Rank1				
2021-02-08 19:29:34.700956	212	5	15					
2021-02-08 19:29:34.703260	216	5		Rank1				
2021-02-08 19:29:34.815638	232	5		Rank1				
2021-02-08 19:29:34.818572	236	5	15					
2021-02-08 19:29:34.818894	240	5		Rank1				
2021-02-08 19:29:34.942724	244	5	15					
2021-02-08 19:29:34.944699	248	5		Rank1				
2021-02-08 19:29:34.944940	252	5	15					
2021-02-08 19:29:35.294752	256	5		Rank1				
2021-02-08 19:29:35.390360	260	5	15					
2021-02-08 19:29:35.393416					295	0	15	Rank1
2021-02-08 19:29:35.393500	296	5		Rank1				
2021-02-08 19:29:35.521389	300	5	15					
2021-02-08 19:29:35.524760	304	5		Rank1				
2021-02-08 19:29:35.525098	308	5	15					
2021-02-08 19:29:35.715896	312	5		Rank1				
2021-02-08 19:29:35.718983					325	4	15	Rank1
2021-02-08 19:29:36.098058	328	5		Rank1				
2021-02-08 19:29:37.667352	526	6	15					
2021-02-08 19:29:37.710652	530	6		Rank1				
2021-02-08 19:29:37.732106					532	5	15	Rank1
2021-02-08 19:29:37.751236					534	5	15	Rank1
2021-02-08 19:29:37.751259	534	6	15					
2021-02-08 19:29:37.751310					534	9	15	Rank1
2021-02-08 19:29:37.752925					535	4	15	Rank1
2021-02-08 19:29:37.755660					535	9	15	Rank1
2021-02-08 19:29:37.755723					536	4	15	Rank1
2021-02-08 19:29:37.755768					536	9	15	Rank1
2021-02-08 19:29:37.777486					537	4	15	Rank1
2021-02-08 19:29:37.777776					537	9	15	Rank1
2021-02-08 19:29:37.777871					538	4	15	Rank1
2021-02-08 19:29:37.777918	538	6		Rank1				
2021-02-08 19:29:37.785312					538	9	15	Rank1
2021-02-08 19:29:37.785439					539	4	15	Rank1
2021-02-08 19:29:37.787534					540	0	15	Rank1
2021-02-08 19:29:37.787939					540	4	15	Rank1
2021-02-08 19:29:37.810370					540	9	15	Rank1
2021-02-08 19:29:37.812746					541	4	15	Rank1
2021-02-08 19:29:37.812832					541	9	15	Rank1
2021-02-08 19:29:37.814634					542	4	15	Rank1
2021-02-08 19:29:37.814716	542	6	15					
2021-02-08 19:29:37.814812					542	9	15	Rank1
2021-02-08 19:29:37.814935					543	4	15	Rank1
2021-02-08 19:29:37.846223					543	9	15	Rank1
2021-02-08 19:29:37.847674					544	4	15	Rank1
2021-02-08 19:29:37.847930					544	9	15	Rank1
2021-02-08 19:29:37.856584					545	4	15	Rank1
2021-02-08 19:29:37.856690					545	9	15	Rank1
2021-02-08 19:29:37.858806					546	4	15	Rank1
2021-02-08 19:29:37.858823	546	6		Rank1				
2021-02-08 19:29:37.862473					546	9	15	Rank1
2021-02-08 19:29:37.867326					547	4	15	Rank1
2021-02-08 19:29:37.867464					547	9	15	Rank1
2021-02-08 19:29:37.875284					548	4	15	Rank1
2021-02-08 19:29:37.875359					548	9	15	Rank1
2021-02-08 19:29:37.878404					549	4	15	Rank1
2021-02-08 19:29:37.878478					549	9	15	Rank1
2021-02-08 19:29:37.904111					550	4	15	Rank1
2021-02-08 19:29:37.904132	550	6	15					
2021-02-08 19:29:37.904256					550	9	15	Rank1
2021-02-08 19:29:37.930906					551	4	15	Rank1
2021-02-08 19:29:37.931127					551	9	15	Rank1
2021-02-08 19:29:37.931264					552	4	15	Rank1
2021-02-08 19:29:37.934286					552	9	13	Rank1
2021-02-08 19:29:37.934431					553	4	15	Rank1
2021-02-08 19:29:37.934558					554	2	15	Rank1
2021-02-08 19:29:37.965874	554	6		Rank1				
2021-02-08 19:29:37.975000					555	9	15	Rank1
2021-02-08 19:29:37.975163					556	4	15	Rank1
2021-02-08 19:29:38.024244	558	6	15					
2021-02-08 19:29:38.027254					561	0	15	Rank1
2021-02-08 19:29:38.097107	562	6		Rank1				
2021-02-08 19:29:38.100938	566	6	15					
2021-02-08 19:29:38.122877	570	6		Rank1				
2021-02-08 19:29:38.125415					572	7	15	Rank1
2021-02-08 19:29:38.182820	574	6	15					
2021-02-08 19:29:38.186863	578	6		Rank1				
2021-02-08 19:29:38.250766					580	4	15	Rank1
2021-02-08 19:29:38.285145	582	6	15					
2021-02-08 19:29:38.288326	586	6		Rank1				
2021-02-08 19:29:38.288449					587	2	15	Rank1
2021-02-08 19:29:38.288525					588	0	15	Rank1
2021-02-08 19:29:38.324639					588	9	15	Rank1
2021-02-08 19:29:38.324800					589	7	15	Rank1
2021-02-08 19:29:38.327801					590	4	15	Rank1
2021-02-08 19:29:38.327812	590	6	15					
2021-02-08 19:29:38.385719	594	6		Rank1				
2021-02-08 19:29:38.387791	598	6	15					
2021-02-08 19:29:38.448159	602	6		Rank1				
2021-02-08 19:29:38.504229	606	6	15					
2021-02-08 19:29:38.700933	610	6		Rank1				
2021-02-08 19:29:39.106115	634	6		Rank1				
2021-02-08 19:29:39.109042	666	6		Rank1				
2021-02-08 19:29:39.109211					667	4	15	Rank1
2021-02-08 19:29:39.165353	670	6	15					
2021-02-08 19:29:39.166430	674	6		Rank1				
2021-02-08 19:29:39.289865	678	6	15					
2021-02-08 19:29:39.292695					679	6	15	Rank1
2021-02-08 19:29:39.296132	682	6		Rank1				
2021-02-08 19:29:39.296260	686	6	15					
2021-02-08 19:29:39.660886	690	6		Rank1				
2021-02-08 19:29:39.661044	694	6	15					
2021-02-08 19:29:39.981159	698	6		Rank1				
2021-02-08 19:29:39.984449	730	6		Rank1				
2021-02-08 19:29:40.131343	762	6		Rank1				
2021-02-08 19:29:40.131453					763	9	15	Rank1
2021-02-08 19:29:40.131557	766	6	15					
2021-02-08 19:29:40.134633	770	6		Rank1				
2021-02-08 19:29:40.327162	774	6	15					
2021-02-08 19:29:40.327495	778	6		Rank1				
2021-02-08 19:29:40.330459	782	6	15					
2021-02-08 19:29:40.829577	794	6		Rank1				
2021-02-08 19:29:40.943247	826	6		Rank1				
2021-02-08 19:29:41.091033	858	6		Rank1				
2021-02-08 19:29:41.091158					860	5	15	Rank1
2021-02-08 19:29:41.091196	862	6	15					
2021-02-08 19:29:41.094058	866	6		Rank1				
2021-02-08 19:29:41.324432	870	6	15					
2021-02-08 19:29:41.465583	874	6		Rank1				
2021-02-08 19:29:41.832636	878	6	15					
2021-02-08 19:29:41.832810	890	6		Rank1				
2021-02-08 19:29:41.832916	922	6		Rank1				
2021-02-08 19:29:42.229479	954	6		Rank1				
2021-02-08 19:29:42.334972	986	6		Rank1				
2021-02-08 19:29:42.335064					987	1	15	Rank1
2021-02-08 19:29:42.337285	990	6	15					
2021-02-08 19:29:42.576563	994	6		Rank1				
2021-02-08 19:29:42.580166	998	6	15					
2021-02-08 19:29:42.582987	1002	6		Rank1				
2021-02-08 19:29:42.583291	1006	6	15					
2021-02-08 19:29:43.188447	1018	6		Rank1				
2021-02-08 19:29:43.359484	26	6		Rank1				
2021-02-08 19:29:43.359641	58	6		Rank1				
2021-02-08 19:29:43.362841					59	7	15	Rank1
2021-02-08 19:29:43.362886	62	6	15					
2021-02-08 19:29:43.363063	66	6		Rank1				
2021-02-08 19:29:43.532579	70	6	15					
2021-02-08 19:29:43.535685	74	6		Rank1				
2021-02-08 19:29:43.535901	78	6	15					
2021-02-08 19:29:43.819439	90	6		Rank1				
2021-02-08 19:29:44.152205	122	6		Rank1				
2021-02-08 19:29:44.238513	154	6		Rank1				
2021-02-08 19:29:44.238714					156	4	15	Rank1
2021-02-08 19:29:44.238758	158	6	15					
2021-02-08 19:29:44.370619	162	6		Rank1				
2021-02-08 19:29:44.373752	166	6	15					
2021-02-08 19:29:44.373947	170	6		Rank1				
2021-02-08 19:29:45.107754	174	6	15					
2021-02-08 19:29:45.110012	186	6		Rank1				
2021-02-08 19:29:45.110116	218	6		Rank1				
2021-02-08 19:29:45.212111	250	6		Rank1				
2021-02-08 19:29:45.212192					253	5	15	Rank1
2021-02-08 19:29:45.212234	254	6	15					
2021-02-08 19:29:45.237776	258	6		Rank1				
